Unnamed: 0,filename,n_objects,class,split,optimized_prompts,threshold
659,5584.jpg,51,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
660,5585.jpg,32,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
661,5587.jpg,16,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
662,5588.jpg,49,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
663,5590.jpg,17,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
664,5591.jpg,32,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
665,5592.jpg,93,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
666,5593.jpg,23,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
667,5594.jpg,15,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
668,5595.jpg,15,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
669,5596.jpg,40,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
670,5597.jpg,128,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
671,5598.jpg,23,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
672,5599.jpg,33,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
673,5600.jpg,149,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
674,5601.jpg,22,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
675,5602.jpg,21,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
676,5791.jpg,35,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
677,5792.jpg,21,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
678,5793.jpg,48,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
679,5794.jpg,13,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
680,5795.jpg,84,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
681,5796.jpg,71,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
682,5797.jpg,58,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
683,5798.jpg,45,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
684,5799.jpg,50,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
685,5800.jpg,12,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
686,5801.jpg,157,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
687,5802.jpg,14,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
688,5803.jpg,35,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
689,5804.jpg,43,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
690,5805.jpg,31,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
691,5806.jpg,46,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
692,5807.jpg,110,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
693,5808.jpg,53,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
694,5809.jpg,26,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
695,5810.jpg,90,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
696,5811.jpg,37,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
697,5812.jpg,51,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
698,5813.jpg,12,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
699,5814.jpg,34,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
700,5815.jpg,146,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
701,5816.jpg,101,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
702,5817.jpg,41,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
703,5818.jpg,56,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
704,5819.jpg,9,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
705,5820.jpg,23,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
706,5821.jpg,96,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
707,5822.jpg,128,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
708,5823.jpg,69,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
709,5824.jpg,24,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
710,5825.jpg,14,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
711,5826.jpg,47,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
712,5827.jpg,56,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
713,5828.jpg,12,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
714,5829.jpg,165,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
715,5830.jpg,35,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
716,5831.jpg,101,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
717,5832.jpg,122,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
718,5833.jpg,92,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
719,5834.jpg,27,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
720,5835.jpg,79,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
721,5836.jpg,18,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
722,5837.jpg,18,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
723,5838.jpg,113,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
724,5839.jpg,45,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
725,5840.jpg,111,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
726,5841.jpg,51,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
727,5842.jpg,52,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
728,5843.jpg,74,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
729,5844.jpg,75,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
730,5845.jpg,57,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
731,5846.jpg,34,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
732,5847.jpg,13,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
733,5848.jpg,21,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
734,5849.jpg,38,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
735,5850.jpg,9,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
736,5851.jpg,43,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
737,5852.jpg,42,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
738,5853.jpg,95,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
739,5854.jpg,25,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
740,5855.jpg,135,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
741,5856.jpg,78,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
742,5915.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
743,5916.jpg,38,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
744,5917.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
745,5918.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
746,5919.jpg,39,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
747,5920.jpg,18,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
748,5921.jpg,30,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
749,5922.jpg,35,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
750,5923.jpg,13,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
751,5924.jpg,16,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
752,5925.jpg,22,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
753,5926.jpg,10,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
754,5927.jpg,11,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
755,5928.jpg,58,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
756,5929.jpg,76,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
757,5930.jpg,14,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
758,5931.jpg,9,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
759,5932.jpg,20,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
760,5933.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
761,5934.jpg,17,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
762,5935.jpg,15,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
763,5936.jpg,18,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
764,5937.jpg,10,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
765,5938.jpg,31,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
766,5939.jpg,8,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
767,5940.jpg,27,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
768,5941.jpg,10,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
769,5942.jpg,10,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
770,5943.jpg,48,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
771,5944.jpg,15,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
772,6.jpg,9,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
773,6042.jpg,12,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
774,6043.jpg,102,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
775,6044.jpg,86,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
776,6045.jpg,42,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
777,6046.jpg,60,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
778,6047.jpg,185,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
779,6048.jpg,103,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
780,6049.jpg,82,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
781,6050.jpg,104,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
782,6051.jpg,84,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
783,6052.jpg,47,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
784,6053.jpg,108,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
785,6054.jpg,112,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
786,6240.jpg,34,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
787,6241.jpg,293,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
788,6242.jpg,73,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
789,6243.jpg,24,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
790,6244.jpg,39,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
791,6245.jpg,12,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
792,6246.jpg,35,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
793,6247.jpg,15,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
794,6248.jpg,82,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
795,6249.jpg,111,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
796,6250.jpg,42,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
797,6251.jpg,25,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
798,6252.jpg,89,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
799,6253.jpg,74,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
800,6254.jpg,34,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
801,6255.jpg,49,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
802,6256.jpg,41,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
803,6257.jpg,12,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
804,6258.jpg,13,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
805,6259.jpg,74,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
806,6260.jpg,76,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
807,6261.jpg,324,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
808,6262.jpg,74,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
809,6263.jpg,23,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
810,6264.jpg,16,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
811,6265.jpg,90,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
812,6266.jpg,17,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
813,6267.jpg,95,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
814,6268.jpg,25,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
815,6269.jpg,50,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
816,6270.jpg,92,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
817,6271.jpg,240,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
818,6272.jpg,118,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
819,6273.jpg,34,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
820,6274.jpg,10,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
821,6275.jpg,32,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
822,6276.jpg,36,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
823,6277.jpg,42,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
824,6278.jpg,45,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
825,6279.jpg,10,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
826,6280.jpg,41,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
827,6281.jpg,675,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
828,6282.jpg,66,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
829,6283.jpg,21,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
830,6284.jpg,89,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
831,6285.jpg,101,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
832,6547.jpg,72,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
833,6548.jpg,18,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
834,6549.jpg,16,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
835,6550.jpg,14,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
836,6643.jpg,35,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
837,6644.jpg,500,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
838,6645.jpg,36,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
839,6646.jpg,13,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
840,6647.jpg,199,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
841,6648.jpg,48,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
842,6649.jpg,108,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
843,6650.jpg,20,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
844,6651.jpg,19,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
845,6652.jpg,33,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
846,6653.jpg,309,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
847,6654.jpg,41,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
848,6655.jpg,240,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
849,6656.jpg,100,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
850,6657.jpg,123,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
851,6658.jpg,361,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
852,6659.jpg,9,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
853,6660.jpg,10,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
854,6661.jpg,371,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
855,6710.jpg,121,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
856,6711.jpg,72,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
857,6713.jpg,190,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
858,6715.jpg,36,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
859,6732.jpg,39,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
860,6733.jpg,24,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
861,6735.jpg,73,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
862,6736.jpg,98,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
863,6739.jpg,108,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
864,6742.jpg,24,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
865,6743.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
866,6750.jpg,109,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
867,6756.jpg,35,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
868,6760.jpg,100,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
869,6771.jpg,25,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
870,6785.jpg,45,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
871,6788.jpg,211,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
872,680.jpg,12,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
873,6803.jpg,48,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
874,6804.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
875,6809.jpg,140,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
876,681.jpg,24,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
877,6810.jpg,40,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
878,6811.jpg,209,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
