,filename,n_objects,class,split,prompt_notation,description
697,6828.jpg,25,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
698,6833.jpg,17,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
699,6838.jpg,25,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
700,6839.jpg,58,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
701,6842.jpg,36,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
702,6852.jpg,68,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
703,6855.jpg,79,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
704,6856.jpg,15,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
705,6857.jpg,93,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
706,6859.jpg,24,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
707,6860.jpg,512,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
708,6876.jpg,58,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
709,6879.jpg,16,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
710,6892.jpg,54,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
711,6898.jpg,221,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
712,6904.jpg,13,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
713,6906.jpg,36,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
714,6908.jpg,85,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
715,6918.jpg,87,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
716,6920.jpg,44,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
717,6922.jpg,70,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
718,6923.jpg,28,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
719,6928.jpg,30,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
720,6935.jpg,60,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
721,6938.jpg,45,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
722,6943.jpg,34,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
723,6950.jpg,24,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
724,6954.jpg,78,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
725,6959.jpg,212,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
726,6960.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
727,6962.jpg,29,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
728,6964.jpg,75,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
729,6973.jpg,158,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
730,6985.jpg,143,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
731,6986.jpg,32,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
732,6990.jpg,45,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
733,6993.jpg,90,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
734,6994.jpg,272,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
735,6996.jpg,89,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
736,7000.jpg,65,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
737,7015.jpg,141,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
738,7023.jpg,78,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
739,7030.jpg,96,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
740,7034.jpg,43,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
741,7039.jpg,60,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
742,7043.jpg,95,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
743,7050.jpg,33,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
744,7056.jpg,77,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
745,7067.jpg,53,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
746,7071.jpg,44,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
747,7076.jpg,31,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
748,7079.jpg,59,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
749,7080.jpg,25,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
750,7090.jpg,31,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
751,7095.jpg,50,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
752,7097.jpg,47,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
753,7098.jpg,49,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
754,7108.jpg,64,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
755,7109.jpg,48,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
756,7117.jpg,24,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
757,7118.jpg,33,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
758,7120.jpg,47,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
759,7123.jpg,29,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
760,7126.jpg,45,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
761,7128.jpg,49,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
762,7129.jpg,104,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
763,7131.jpg,123,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
764,7136.jpg,87,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
765,7145.jpg,24,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
766,7146.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
767,7153.jpg,18,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
768,7161.jpg,36,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
769,7167.jpg,217,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
770,7171.jpg,13,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
771,7173.jpg,48,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
772,7174.jpg,96,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
773,7175.jpg,38,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
774,7188.jpg,67,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
775,7192.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
776,7195.jpg,384,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
777,7198.jpg,36,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
778,7200.jpg,56,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
779,7201.jpg,211,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
780,7205.jpg,113,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
781,7206.jpg,83,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
782,7216.jpg,25,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
783,7219.jpg,51,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
784,7221.jpg,60,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
785,7222.jpg,49,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
786,7240.jpg,49,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
787,7248.jpg,22,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
788,7253.jpg,47,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
789,7263.jpg,43,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
790,7273.jpg,32,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
791,7277.jpg,26,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
792,7278.jpg,72,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
793,7284.jpg,40,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
794,7312.jpg,21,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
795,7319.jpg,351,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
796,7329.jpg,144,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
797,7339.jpg,104,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
798,7341.jpg,17,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
799,7342.jpg,55,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
800,7345.jpg,78,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
801,7347.jpg,103,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
802,7359.jpg,42,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
803,7361.jpg,23,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
804,7365.jpg,56,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
805,7370.jpg,11,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
806,7378.jpg,256,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
807,7381.jpg,72,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
808,7384.jpg,16,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
809,7386.jpg,64,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
810,7387.jpg,66,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
811,7389.jpg,25,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
812,7398.jpg,26,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
813,7401.jpg,90,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
814,7410.jpg,44,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
815,7411.jpg,233,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
816,7417.jpg,43,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
817,7420.jpg,21,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
818,7424.jpg,145,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
819,7426.jpg,253,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
820,7438.jpg,48,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
821,7440.jpg,32,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
822,7442.jpg,120,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
823,7443.jpg,292,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
824,7449.jpg,60,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
825,7452.jpg,85,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
826,7455.jpg,73,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
827,7462.jpg,146,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
828,7472.jpg,15,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
829,7473.jpg,508,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
830,7484.jpg,21,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
831,7486.jpg,100,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
832,7488.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
833,7490.jpg,114,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
834,7491.jpg,194,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
835,7506.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
836,7511.jpg,36,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
837,7512.jpg,98,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
838,7514.jpg,28,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
839,7520.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
840,7522.jpg,84,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
841,7523.jpg,94,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
842,7526.jpg,34,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
843,7527.jpg,47,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
844,7529.jpg,124,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
845,7530.jpg,16,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
846,7536.jpg,24,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
847,7539.jpg,77,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
848,7542.jpg,43,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
849,7554.jpg,71,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
850,7555.jpg,31,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
851,7557.jpg,21,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
852,7564.jpg,52,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
853,7565.jpg,113,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
854,7567.jpg,68,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
855,7573.jpg,18,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
856,7580.jpg,15,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
857,7581.jpg,30,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
858,7583.jpg,21,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
859,7586.jpg,36,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
860,7588.jpg,39,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
861,7590.jpg,100,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
862,7592.jpg,104,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
863,7595.jpg,30,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
864,7605.jpg,20,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
865,7609.jpg,110,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
866,7611.jpg,2560,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
867,7617.jpg,17,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
868,7633.jpg,30,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
869,7637.jpg,67,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
870,7645.jpg,14,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
871,7666.jpg,30,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
872,7668.jpg,23,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
873,7671.jpg,87,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
874,7676.jpg,29,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
875,7679.jpg,10,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
876,7682.jpg,24,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
877,7683.jpg,35,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
878,7687.jpg,20,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
879,7688.jpg,32,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
880,7689.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
881,7694.jpg,60,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
882,7695.jpg,40,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
883,7700.jpg,30,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
884,7701.jpg,23,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
885,7707.jpg,370,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
886,7709.jpg,25,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
887,7710.jpg,34,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
888,7711.jpg,118,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
889,7713.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
890,7714.jpg,46,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
891,904.jpg,12,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
892,905.jpg,44,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
893,906.jpg,235,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
894,907.jpg,29,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
895,909.jpg,62,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
896,910.jpg,18,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
897,911.jpg,85,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
898,985.jpg,53,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
899,988.jpg,12,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
900,989.jpg,69,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
901,990.jpg,111,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
902,991.jpg,93,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
903,993.jpg,17,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
904,995.jpg,20,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
905,996.jpg,18,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
906,998.jpg,24,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
907,999.jpg,14,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
