Unnamed: 0,filename,n_objects,class,split,prompt_notation,description
704,5819.jpg,9,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
705,5820.jpg,23,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
706,5821.jpg,96,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
707,5822.jpg,128,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
708,5823.jpg,69,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
709,5824.jpg,24,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
710,5825.jpg,14,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
711,5826.jpg,47,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
712,5827.jpg,56,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
713,5828.jpg,12,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
714,5829.jpg,165,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
715,5830.jpg,35,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
716,5831.jpg,101,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
717,5832.jpg,122,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
718,5833.jpg,92,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
719,5834.jpg,27,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
720,5835.jpg,79,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
721,5836.jpg,18,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
722,5837.jpg,18,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
723,5838.jpg,113,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
724,5839.jpg,45,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
725,5840.jpg,111,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
726,5841.jpg,51,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
727,5842.jpg,52,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
728,5843.jpg,74,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
729,5844.jpg,75,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
730,5845.jpg,57,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
731,5846.jpg,34,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
732,5847.jpg,13,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
733,5848.jpg,21,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
734,5849.jpg,38,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
735,5850.jpg,9,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
736,5851.jpg,43,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
737,5852.jpg,42,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
738,5853.jpg,95,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
739,5854.jpg,25,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
740,5855.jpg,135,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
741,5856.jpg,78,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
742,5915.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
743,5916.jpg,38,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
744,5917.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
745,5918.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
746,5919.jpg,39,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
747,5920.jpg,18,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
748,5921.jpg,30,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
749,5922.jpg,35,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
750,5923.jpg,13,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
751,5924.jpg,16,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
752,5925.jpg,22,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
753,5926.jpg,10,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
754,5927.jpg,11,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
755,5928.jpg,58,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
756,5929.jpg,76,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
757,5930.jpg,14,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
758,5931.jpg,9,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
759,5932.jpg,20,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
760,5933.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
761,5934.jpg,17,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
762,5935.jpg,15,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
763,5936.jpg,18,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
764,5937.jpg,10,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
765,5938.jpg,31,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
766,5939.jpg,8,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
767,5940.jpg,27,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
768,5941.jpg,10,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
769,5942.jpg,10,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
770,5943.jpg,48,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
771,5944.jpg,15,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
772,6.jpg,9,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
773,6042.jpg,12,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
774,6043.jpg,102,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
775,6044.jpg,86,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
776,6045.jpg,42,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
777,6046.jpg,60,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
778,6047.jpg,185,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
779,6048.jpg,103,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
780,6049.jpg,82,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
781,6050.jpg,104,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
782,6051.jpg,84,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
783,6052.jpg,47,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
784,6053.jpg,108,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
785,6054.jpg,112,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
786,6240.jpg,34,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
787,6241.jpg,293,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
788,6242.jpg,73,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
789,6243.jpg,24,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
790,6244.jpg,39,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
791,6245.jpg,12,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
792,6246.jpg,35,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
793,6247.jpg,15,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
794,6248.jpg,82,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
795,6249.jpg,111,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
796,6250.jpg,42,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
797,6251.jpg,25,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
798,6252.jpg,89,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
799,6253.jpg,74,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
800,6254.jpg,34,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
801,6255.jpg,49,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
802,6256.jpg,41,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
803,6257.jpg,12,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
804,6258.jpg,13,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
805,6259.jpg,74,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
806,6260.jpg,76,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
807,6261.jpg,324,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
808,6262.jpg,74,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
809,6263.jpg,23,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
810,6264.jpg,16,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
811,6265.jpg,90,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
812,6266.jpg,17,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
813,6267.jpg,95,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
814,6268.jpg,25,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
815,6269.jpg,50,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
816,6270.jpg,92,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
817,6271.jpg,240,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
818,6272.jpg,118,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
819,6273.jpg,34,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
820,6274.jpg,10,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
821,6275.jpg,32,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
822,6276.jpg,36,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
823,6277.jpg,42,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
824,6278.jpg,45,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
825,6279.jpg,10,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
826,6280.jpg,41,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
827,6281.jpg,675,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
828,6282.jpg,66,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
829,6283.jpg,21,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
830,6284.jpg,89,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
831,6285.jpg,101,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
832,6547.jpg,72,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
833,6548.jpg,18,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
834,6549.jpg,16,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
835,6550.jpg,14,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
836,6643.jpg,35,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
837,6644.jpg,500,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
838,6645.jpg,36,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
839,6646.jpg,13,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
840,6647.jpg,199,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
841,6648.jpg,48,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
842,6649.jpg,108,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
843,6650.jpg,20,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
844,6651.jpg,19,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
845,6652.jpg,33,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
846,6653.jpg,309,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
847,6654.jpg,41,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
848,6655.jpg,240,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
849,6656.jpg,100,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
850,6657.jpg,123,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
851,6658.jpg,361,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
852,6659.jpg,9,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
853,6660.jpg,10,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
854,6661.jpg,371,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
855,6710.jpg,121,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
856,6711.jpg,72,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
857,6713.jpg,190,sheep,test_coco,a sheep,"Medium-sized, quadrupedal objects with fluffy white wool and soft, textured fur."
858,6715.jpg,36,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
859,6732.jpg,39,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
860,6733.jpg,24,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
861,6735.jpg,73,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
862,6736.jpg,98,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
863,6739.jpg,108,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
864,6742.jpg,24,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
865,6743.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
866,6750.jpg,109,sheep,test_coco,a sheep,"Medium-sized, quadrupedal objects with fluffy white wool and soft, textured fur."
867,6756.jpg,35,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
868,6760.jpg,100,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
869,6771.jpg,25,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
870,6785.jpg,45,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
871,6788.jpg,211,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
872,680.jpg,12,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
873,6803.jpg,48,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
874,6804.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
875,6809.jpg,140,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
876,681.jpg,24,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
877,6810.jpg,40,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
878,6811.jpg,209,sheep,test_coco,a sheep,"Medium-sized, quadrupedal objects with fluffy white wool and soft, textured fur."
879,6813.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
880,6815.jpg,114,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
881,682.jpg,14,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
882,6822.jpg,175,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
883,6823.jpg,23,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
884,6827.jpg,16,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
885,6828.jpg,25,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
886,6829.jpg,107,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
887,6833.jpg,17,deers,test,a deer,"Slender, quadrupedal objects with smooth brown fur, distinct antlers, and agile, graceful bodies."
888,6838.jpg,25,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
889,6839.jpg,58,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
890,6842.jpg,36,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
891,6847.jpg,67,sheep,test_coco,a sheep,"Medium-sized, quadrupedal objects with fluffy white wool and soft, textured fur."
892,6849.jpg,22,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
893,685.jpg,86,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
894,6852.jpg,68,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
895,6855.jpg,79,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
896,6856.jpg,15,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
897,6857.jpg,93,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
898,6859.jpg,24,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
899,686.jpg,47,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
900,6860.jpg,512,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
901,6869.jpg,13,elephants,test_coco,an elephant,"Large, bulky objects with gray, wrinkled skin, long trunks, and prominent tusks."
902,687.jpg,548,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
903,6876.jpg,58,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
904,6879.jpg,16,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
905,689.jpg,63,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
906,6892.jpg,54,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
907,6893.jpg,81,sheep,test_coco,a sheep,"Medium-sized, quadrupedal objects with fluffy white wool and soft, textured fur."
908,6898.jpg,221,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
909,6901.jpg,38,sheep,test_coco,a sheep,"Medium-sized, quadrupedal objects with fluffy white wool and soft, textured fur."
910,6904.jpg,13,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
911,6906.jpg,36,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
912,6908.jpg,85,legos,test,a lego piece,"Small, rectangular or square objects, brightly colored with studded surfaces for interlocking assembly."
913,691.jpg,109,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
914,6918.jpg,87,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
915,692.jpg,11,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
916,6920.jpg,44,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
917,6922.jpg,70,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
918,6923.jpg,28,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
919,6928.jpg,30,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
920,693.jpg,17,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
921,6935.jpg,60,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
922,6936.jpg,111,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
923,6938.jpg,45,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
924,694.jpg,80,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
925,6943.jpg,34,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
926,695.jpg,11,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
927,6950.jpg,24,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
928,6954.jpg,78,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
929,6956.jpg,27,elephants,test_coco,an elephant,"Large, bulky objects with gray, wrinkled skin, long trunks, and prominent tusks."
930,6959.jpg,212,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
931,6960.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
932,6962.jpg,29,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
933,6964.jpg,75,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
934,6965.jpg,70,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
935,697.jpg,52,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
936,6971.jpg,101,apples,test_coco,,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
937,6973.jpg,158,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
938,698.jpg,154,apples,test_coco,an apple,"Round objects, typically red, green, or yellow, with smooth, glossy skin and firm texture."
