,Unnamed: 0,filename,n_objects,class,split,optimized_prompts,threshold,prompt_notation,predicted_counts
600,600,5368.jpg,153,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
601,601,5369.jpg,26,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
602,602,5371.jpg,44,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
603,603,5372.jpg,31,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
604,604,5373.jpg,40,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
605,605,5374.jpg,16,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
606,606,5375.jpg,18,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
607,607,5376.jpg,13,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
608,608,5377.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
609,609,5378.jpg,11,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
610,610,5379.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
611,611,5380.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
612,612,5381.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
613,613,5382.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
614,614,5383.jpg,10,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
615,615,5385.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
616,616,5386.jpg,14,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
617,617,5387.jpg,8,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
618,618,5388.jpg,13,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
619,619,5390.jpg,14,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
620,620,5391.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
621,621,5458.jpg,25,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
622,622,5459.jpg,72,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
623,623,5460.jpg,131,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
624,624,5461.jpg,18,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
625,625,5463.jpg,11,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
626,626,5464.jpg,54,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
627,627,5503.jpg,131,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
628,628,5504.jpg,122,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
629,629,5505.jpg,89,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
630,630,5506.jpg,88,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
631,631,5507.jpg,262,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
632,632,5508.jpg,84,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
633,633,5509.jpg,155,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
634,634,5510.jpg,121,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
635,635,5511.jpg,18,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
636,636,5512.jpg,72,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
637,637,5513.jpg,89,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
638,638,5514.jpg,112,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
639,639,5562.jpg,13,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
640,640,5563.jpg,189,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
641,641,5564.jpg,16,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
642,642,5565.jpg,8,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
643,643,5566.jpg,33,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
644,644,5567.jpg,51,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
645,645,5568.jpg,30,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
646,646,5571.jpg,20,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
647,647,5572.jpg,9,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
648,648,5573.jpg,26,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
649,649,5574.jpg,90,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
650,650,5575.jpg,12,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
651,651,5576.jpg,67,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
652,652,5577.jpg,51,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
653,653,5578.jpg,32,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
654,654,5579.jpg,33,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
655,655,5580.jpg,42,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
656,656,5581.jpg,8,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
657,657,5582.jpg,47,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
658,658,5583.jpg,12,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
659,659,5584.jpg,51,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
660,660,5585.jpg,32,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
661,661,5587.jpg,16,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
662,662,5588.jpg,49,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
663,663,5590.jpg,17,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
664,664,5591.jpg,32,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
665,665,5592.jpg,93,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
666,666,5593.jpg,23,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
667,667,5594.jpg,15,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
668,668,5595.jpg,15,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
669,669,5596.jpg,40,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
670,670,5597.jpg,128,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
671,671,5598.jpg,23,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
672,672,5599.jpg,33,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
673,673,5600.jpg,149,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
674,674,5601.jpg,22,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
675,675,5602.jpg,21,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
676,676,5791.jpg,35,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
677,677,5792.jpg,21,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
678,678,5793.jpg,48,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
679,679,5794.jpg,13,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
680,680,5795.jpg,84,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
681,681,5796.jpg,71,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
682,682,5797.jpg,58,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
683,683,5798.jpg,45,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
684,684,5799.jpg,50,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
685,685,5800.jpg,12,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
686,686,5801.jpg,157,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
687,687,5802.jpg,14,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
688,688,5803.jpg,35,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
689,689,5804.jpg,43,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
690,690,5805.jpg,31,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
691,691,5806.jpg,46,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
692,692,5807.jpg,110,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
693,693,5808.jpg,53,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
694,694,5809.jpg,26,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
695,695,5810.jpg,90,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
696,696,5811.jpg,37,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
697,697,5812.jpg,51,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
698,698,5813.jpg,12,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
699,699,5814.jpg,34,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
700,700,5815.jpg,146,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
701,701,5816.jpg,101,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
702,702,5817.jpg,41,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
703,703,5818.jpg,56,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
704,704,5819.jpg,9,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
705,705,5820.jpg,23,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
706,706,5821.jpg,96,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
707,707,5822.jpg,128,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
708,708,5823.jpg,69,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
709,709,5824.jpg,24,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
710,710,5825.jpg,14,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
711,711,5826.jpg,47,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
712,712,5827.jpg,56,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
713,713,5828.jpg,12,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
714,714,5829.jpg,165,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
715,715,5830.jpg,35,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
716,716,5831.jpg,101,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
717,717,5832.jpg,122,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
718,718,5833.jpg,92,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
719,719,5834.jpg,27,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
720,720,5835.jpg,79,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
721,721,5836.jpg,18,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
722,722,5837.jpg,18,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
723,723,5838.jpg,113,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
724,724,5839.jpg,45,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
725,725,5840.jpg,111,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
726,726,5841.jpg,51,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
727,727,5842.jpg,52,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
728,728,5843.jpg,74,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
729,729,5844.jpg,75,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
730,730,5845.jpg,57,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
731,731,5846.jpg,34,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
732,732,5847.jpg,13,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
733,733,5848.jpg,21,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
734,734,5849.jpg,38,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
735,735,5850.jpg,9,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
736,736,5851.jpg,43,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
737,737,5852.jpg,42,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
738,738,5853.jpg,95,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
739,739,5854.jpg,25,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
740,740,5855.jpg,135,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
741,741,5856.jpg,78,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
742,742,5915.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
743,743,5916.jpg,38,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
744,744,5917.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
745,745,5918.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
746,746,5919.jpg,39,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
747,747,5920.jpg,18,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
748,748,5921.jpg,30,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
749,749,5922.jpg,35,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
750,750,5923.jpg,13,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
751,751,5924.jpg,16,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
752,752,5925.jpg,22,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
753,753,5926.jpg,10,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
754,754,5927.jpg,11,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
755,755,5928.jpg,58,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
756,756,5929.jpg,76,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
757,757,5930.jpg,14,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
758,758,5931.jpg,9,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
759,759,5932.jpg,20,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
760,760,5933.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
761,761,5934.jpg,17,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
762,762,5935.jpg,15,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
763,763,5936.jpg,18,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
764,764,5937.jpg,10,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
765,765,5938.jpg,31,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
766,766,5939.jpg,8,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
767,767,5940.jpg,27,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
768,768,5941.jpg,10,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
769,769,5942.jpg,10,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
770,770,5943.jpg,48,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
771,771,5944.jpg,15,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
772,772,6.jpg,9,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
773,773,6042.jpg,12,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
774,774,6043.jpg,102,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
775,775,6044.jpg,86,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
776,776,6045.jpg,42,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
777,777,6046.jpg,60,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
778,778,6047.jpg,185,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
779,779,6048.jpg,103,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
780,780,6049.jpg,82,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
781,781,6050.jpg,104,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
782,782,6051.jpg,84,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
783,783,6052.jpg,47,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
784,784,6053.jpg,108,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
785,785,6054.jpg,112,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
786,786,6240.jpg,34,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
787,787,6241.jpg,293,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
788,788,6242.jpg,73,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
789,789,6243.jpg,24,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
790,790,6244.jpg,39,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
791,791,6245.jpg,12,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
792,792,6246.jpg,35,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
793,793,6247.jpg,15,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
794,794,6248.jpg,82,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
795,795,6249.jpg,111,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
796,796,6250.jpg,42,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
797,797,6251.jpg,25,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
798,798,6252.jpg,89,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
799,799,6253.jpg,74,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
800,800,6254.jpg,34,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
801,801,6255.jpg,49,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
802,802,6256.jpg,41,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
803,803,6257.jpg,12,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
804,804,6258.jpg,13,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
805,805,6259.jpg,74,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
806,806,6260.jpg,76,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
